file_id	package_denominator	path	implementation_group	component	scope	source_class	wch_type	wch_mode	wch_size	wch_sha256	p2_type	p2_mode	p2_size	p2_sha256	matched_status	ours_type	ours_mode	ours_size	ours_sha256	p2_comparison	ours_comparison	initial_classification	comparator_exists	evidence_ids
FILE-002698	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	DIR	755	0	-	DIR	755	0	-	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	DIR	755	0	-	PRESENT-DIR	PRESENT-DIR	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002699	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	DIR	755	0	-	DIR	755	0	-	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	DIR	755	0	-	PRESENT-DIR	PRESENT-DIR	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002700	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/crt0.o	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1528	a51320fab9476bc4f3164c52bf6e8b73b615b82c5793b35da7b45b49c5e0b1b6	FILE	777	1528	a51320fab9476bc4f3164c52bf6e8b73b615b82c5793b35da7b45b49c5e0b1b6	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1528	a51320fab9476bc4f3164c52bf6e8b73b615b82c5793b35da7b45b49c5e0b1b6	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002701	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libIQmath_RV32.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	384860	470e7734545fe01ac0295284f1a8b76e20631242e4331acedec64c40eadf40cf	FILE	777	384860	470e7734545fe01ac0295284f1a8b76e20631242e4331acedec64c40eadf40cf	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	384860	470e7734545fe01ac0295284f1a8b76e20631242e4331acedec64c40eadf40cf	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002702	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libc.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1767352	9df06cf491d8111ed3efb9b0547cc6d8df9c53d2578bf886e2d6ec822a075e0c	FILE	777	1767352	9df06cf491d8111ed3efb9b0547cc6d8df9c53d2578bf886e2d6ec822a075e0c	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1767352	9df06cf491d8111ed3efb9b0547cc6d8df9c53d2578bf886e2d6ec822a075e0c	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002703	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libc_nano.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1300372	98a6e6a8face9096f203d94b27582e36695db33721f3ba9c52ff4e4b2b6d819d	FILE	777	1300372	98a6e6a8face9096f203d94b27582e36695db33721f3ba9c52ff4e4b2b6d819d	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1300372	98a6e6a8face9096f203d94b27582e36695db33721f3ba9c52ff4e4b2b6d819d	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002704	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libg.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1767352	9df06cf491d8111ed3efb9b0547cc6d8df9c53d2578bf886e2d6ec822a075e0c	FILE	777	1767352	9df06cf491d8111ed3efb9b0547cc6d8df9c53d2578bf886e2d6ec822a075e0c	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1767352	9df06cf491d8111ed3efb9b0547cc6d8df9c53d2578bf886e2d6ec822a075e0c	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002705	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libg_nano.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1300372	98a6e6a8face9096f203d94b27582e36695db33721f3ba9c52ff4e4b2b6d819d	FILE	777	1300372	98a6e6a8face9096f203d94b27582e36695db33721f3ba9c52ff4e4b2b6d819d	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1300372	98a6e6a8face9096f203d94b27582e36695db33721f3ba9c52ff4e4b2b6d819d	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002706	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libgloss.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	39520	363e4262f3a17a4b9e7e0959c0a12663294fec03fbdbb907ed9f4cb738d57b60	FILE	777	39520	363e4262f3a17a4b9e7e0959c0a12663294fec03fbdbb907ed9f4cb738d57b60	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	39520	363e4262f3a17a4b9e7e0959c0a12663294fec03fbdbb907ed9f4cb738d57b60	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002707	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libgloss_nano.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	39280	f9cf65b84df51daf4b925bc0edfb3c7db3395e38f0f1c01bab6edf9237f7ce61	FILE	777	39280	f9cf65b84df51daf4b925bc0edfb3c7db3395e38f0f1c01bab6edf9237f7ce61	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	39280	f9cf65b84df51daf4b925bc0edfb3c7db3395e38f0f1c01bab6edf9237f7ce61	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002708	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libm.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1353086	cc80795e920711859c298d2aa0b8f7f97f9808facbeb129924541447b1b3c390	FILE	777	1353086	cc80795e920711859c298d2aa0b8f7f97f9808facbeb129924541447b1b3c390	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1353086	cc80795e920711859c298d2aa0b8f7f97f9808facbeb129924541447b1b3c390	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002709	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libm_nano.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1257118	48de66d1315328f50100ba32561448d1879756f235da168cd0e9a52203af7707	FILE	777	1257118	48de66d1315328f50100ba32561448d1879756f235da168cd0e9a52203af7707	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1257118	48de66d1315328f50100ba32561448d1879756f235da168cd0e9a52203af7707	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002710	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libnosys.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	29054	1283ed474c3ea24ee285e8284debad0e6c809066b271d74345c7a251be95ab23	FILE	777	29054	1283ed474c3ea24ee285e8284debad0e6c809066b271d74345c7a251be95ab23	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	29054	1283ed474c3ea24ee285e8284debad0e6c809066b271d74345c7a251be95ab23	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002711	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libprintf.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	9118	80b0efe3d01ae6eaa58aaa20d8241067e68cf41f5237c43f388f3e71da7d83f0	FILE	777	9118	80b0efe3d01ae6eaa58aaa20d8241067e68cf41f5237c43f388f3e71da7d83f0	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	9118	80b0efe3d01ae6eaa58aaa20d8241067e68cf41f5237c43f388f3e71da7d83f0	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002712	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libprintfloat.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	10898	fc48785c3be234c9add9a673c7e70356f0b4ae3c033cc6380d8aecdf2bf59469	FILE	777	10898	fc48785c3be234c9add9a673c7e70356f0b4ae3c033cc6380d8aecdf2bf59469	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	10898	fc48785c3be234c9add9a673c7e70356f0b4ae3c033cc6380d8aecdf2bf59469	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002713	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libsemihost.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	37606	6e77ee96a778597fa8ee0ba7d4d3d28c7f2197c4f597371d0845d28f00e7ebcb	FILE	777	37606	6e77ee96a778597fa8ee0ba7d4d3d28c7f2197c4f597371d0845d28f00e7ebcb	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	37606	6e77ee96a778597fa8ee0ba7d4d3d28c7f2197c4f597371d0845d28f00e7ebcb	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002714	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libshflib.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	10542	508be181f272a1016fc9d49577f92c87dda35dc5bad1318a3b629145e6b210dc	FILE	777	10542	508be181f272a1016fc9d49577f92c87dda35dc5bad1318a3b629145e6b210dc	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	10542	508be181f272a1016fc9d49577f92c87dda35dc5bad1318a3b629145e6b210dc	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002715	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libshlib.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	8678	edf3dbfe0b87ecc21fc1837d16d02c2bd61992dd68766ce0567d6b2270e40ade	FILE	777	8678	edf3dbfe0b87ecc21fc1837d16d02c2bd61992dd68766ce0567d6b2270e40ade	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	8678	edf3dbfe0b87ecc21fc1837d16d02c2bd61992dd68766ce0567d6b2270e40ade	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002716	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libsim.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	39364	7af36cb568e6baedb63ddd1e9d5d0a648e200513e99dabd002d81700fe98eeca	FILE	777	39364	7af36cb568e6baedb63ddd1e9d5d0a648e200513e99dabd002d81700fe98eeca	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	39364	7af36cb568e6baedb63ddd1e9d5d0a648e200513e99dabd002d81700fe98eeca	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002717	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libstdc++.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	4450620	d432dd13852cec1b3c501da42ff32310c0bf581a865437d5e1609f58d6f9ca87	FILE	777	4450620	d432dd13852cec1b3c501da42ff32310c0bf581a865437d5e1609f58d6f9ca87	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	4450620	d432dd13852cec1b3c501da42ff32310c0bf581a865437d5e1609f58d6f9ca87	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002718	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libstdc++.a-gdb.py	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	3049	e8dcb3627cbc99e0cbcc9167f5aea59429316cf08159ba3af6497a2e24af45b3	FILE	777	3049	e8dcb3627cbc99e0cbcc9167f5aea59429316cf08159ba3af6497a2e24af45b3	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	3049	e8dcb3627cbc99e0cbcc9167f5aea59429316cf08159ba3af6497a2e24af45b3	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002719	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libstdc++.la	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	976	4c428c1e9685cbc8c7be1d8cd53488aa6be0a56562b400164359d7bf2e1e18e8	FILE	777	976	4c428c1e9685cbc8c7be1d8cd53488aa6be0a56562b400164359d7bf2e1e18e8	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	976	4c428c1e9685cbc8c7be1d8cd53488aa6be0a56562b400164359d7bf2e1e18e8	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002720	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libstdc++.modules.json	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	339	4aa0479bc657534008799cf24e8f89030d779e15058c21d87fb5a96dbbcf0097	FILE	777	339	4aa0479bc657534008799cf24e8f89030d779e15058c21d87fb5a96dbbcf0097	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	339	4aa0479bc657534008799cf24e8f89030d779e15058c21d87fb5a96dbbcf0097	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002721	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libstdc++exp.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	354928	8037246a47caad5412e479f6213f639334b4653ccbb4a9509f119f0fe5c4997d	FILE	777	354928	8037246a47caad5412e479f6213f639334b4653ccbb4a9509f119f0fe5c4997d	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	354928	8037246a47caad5412e479f6213f639334b4653ccbb4a9509f119f0fe5c4997d	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002722	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libstdc++exp.la	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	980	0a18bbba7147de7f1fc6d4ec0ee56c29d22f2c1c4771a8881b17814ec814c8e3	FILE	777	980	0a18bbba7147de7f1fc6d4ec0ee56c29d22f2c1c4771a8881b17814ec814c8e3	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	980	0a18bbba7147de7f1fc6d4ec0ee56c29d22f2c1c4771a8881b17814ec814c8e3	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002723	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libsupc++.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	300336	ae65cc289fa1301700625f59e64f94a6b8db75bd469868f9f3336276c01a3bb0	FILE	777	300336	ae65cc289fa1301700625f59e64f94a6b8db75bd469868f9f3336276c01a3bb0	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	300336	ae65cc289fa1301700625f59e64f94a6b8db75bd469868f9f3336276c01a3bb0	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002724	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/libsupc++.la	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	971	7d3be9964dc2c3c4d4ae9941f617e7c13d62ec82af7f0e4022c2ceabe53ed3fd	FILE	777	971	7d3be9964dc2c3c4d4ae9941f617e7c13d62ec82af7f0e4022c2ceabe53ed3fd	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	971	7d3be9964dc2c3c4d4ae9941f617e7c13d62ec82af7f0e4022c2ceabe53ed3fd	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002725	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/nano.specs	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	631	8093cf7a526f5eed659c7c550ec27958295d7ea69480871b5f95667bab575d80	FILE	777	631	8093cf7a526f5eed659c7c550ec27958295d7ea69480871b5f95667bab575d80	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	631	8093cf7a526f5eed659c7c550ec27958295d7ea69480871b5f95667bab575d80	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002726	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/nosys.specs	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	277	24f0304a9ef660646fcb468d0ecf308b6e82ee5648e9b10b568e19ed4726d8d8	FILE	777	277	24f0304a9ef660646fcb468d0ecf308b6e82ee5648e9b10b568e19ed4726d8d8	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	277	24f0304a9ef660646fcb468d0ecf308b6e82ee5648e9b10b568e19ed4726d8d8	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002727	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/semihost.specs	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	202	5812ccf98a3137ae11818eb94200db1bd43c20bd5d607a2c1be2ea1968da5ef8	FILE	777	202	5812ccf98a3137ae11818eb94200db1bd43c20bd5d607a2c1be2ea1968da5ef8	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	202	5812ccf98a3137ae11818eb94200db1bd43c20bd5d607a2c1be2ea1968da5ef8	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002728	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_xw/ilp32/sim.specs	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	170	34870f045ea14bc128c8f3091ab5771637f99e15a1d295ddb0ac683c7873c9b2	FILE	777	170	34870f045ea14bc128c8f3091ab5771637f99e15a1d295ddb0ac683c7873c9b2	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	170	34870f045ea14bc128c8f3091ab5771637f99e15a1d295ddb0ac683c7873c9b2	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002729	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_zba_zbb_zbc_zbs	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	DIR	755	0	-	DIR	755	0	-	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	DIR	755	0	-	PRESENT-DIR	PRESENT-DIR	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002730	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_zba_zbb_zbc_zbs/ilp32	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	DIR	755	0	-	DIR	755	0	-	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	DIR	755	0	-	PRESENT-DIR	PRESENT-DIR	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002731	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_zba_zbb_zbc_zbs/ilp32/crt0.o	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1556	9c7711ad2477e3276b2bf98dd03e19dc71dda3c6910edcbcd1ff65d8b119db6f	FILE	777	1556	9c7711ad2477e3276b2bf98dd03e19dc71dda3c6910edcbcd1ff65d8b119db6f	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1556	9c7711ad2477e3276b2bf98dd03e19dc71dda3c6910edcbcd1ff65d8b119db6f	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002732	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_zba_zbb_zbc_zbs/ilp32/libIQmath_RV32.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	411136	cb96401493edef19da273a999431339f8a23aefb46c4b51af723281ea4ad3470	FILE	777	411136	cb96401493edef19da273a999431339f8a23aefb46c4b51af723281ea4ad3470	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	411136	cb96401493edef19da273a999431339f8a23aefb46c4b51af723281ea4ad3470	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002733	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_zba_zbb_zbc_zbs/ilp32/libc.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1792084	e0e9ac864230948af210f4d56e986943ddba2ac9cff28b04652ccac521126ba1	FILE	777	1792084	e0e9ac864230948af210f4d56e986943ddba2ac9cff28b04652ccac521126ba1	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1792084	e0e9ac864230948af210f4d56e986943ddba2ac9cff28b04652ccac521126ba1	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
FILE-002734	WCH-PACKAGE	riscv32-wch-elf/lib/rv32imac_zaamo_zalrsc_zba_zbb_zbc_zbs/ilp32/libc_nano.a	FROZEN-TARGET-SYSROOT	TARGET-RUNTIME	EXTERNAL-FROZEN-WCH-RUNTIME	WCH-RUNTIME	FILE	777	1331636	6b0467e597d123955349844c6feb76117ae55c632c05dd5ba856e0d247a12181	FILE	777	1331636	6b0467e597d123955349844c6feb76117ae55c632c05dd5ba856e0d247a12181	NOT-PRESENT-IN-MATCHED-TECHNICAL-CONTROL	FILE	777	1331636	6b0467e597d123955349844c6feb76117ae55c632c05dd5ba856e0d247a12181	BYTE-EXACT	BYTE-EXACT	EXTERNAL-FROZEN-WCH-RUNTIME	true	T0-016,T0-017,T0-018
